IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ,IMU3_GyroX,IMU3_GyroY,IMU3_GyroZ,IMU4_AccX,IMU4_AccY,IMU4_AccZ,IMU4_GyroX,IMU4_GyroY,IMU4_GyroZ,IMU5_AccX,IMU5_AccY,IMU5_AccZ,IMU5_GyroX,IMU5_GyroY,IMU5_GyroZ,IMU6_AccX,IMU6_AccY,IMU6_AccZ,IMU6_GyroX,IMU6_GyroY,IMU6_GyroZ,IMU7_AccX,IMU7_AccY,IMU7_AccZ,IMU7_GyroX,IMU7_GyroY,IMU7_GyroZ,IMU8_AccX,IMU8_AccY,IMU8_AccZ,IMU8_GyroX,IMU8_GyroY,IMU8_GyroZ,IMU9_AccX,IMU9_AccY,IMU9_AccZ,IMU9_GyroX,IMU9_GyroY,IMU9_GyroZ,IMU10_AccX,IMU10_AccY,IMU10_AccZ,IMU10_GyroX,IMU10_GyroY,IMU10_GyroZ,IMU11_AccX,IMU11_AccY,IMU11_AccZ,IMU11_GyroX,IMU11_GyroY,IMU11_GyroZ,IMU12_AccX,IMU12_AccY,IMU12_AccZ,IMU12_GyroX,IMU12_GyroY,IMU12_GyroZ
-976.0,2700.0,16844.0,1772.0,1270.0,305.0,-1090.2958414557186,2664.278980457983,16845.497026036246,1770.294081107783,1272.0604243296325,307.38948496657133,-984.8751952880826,2742.9959204635643,16739.763089849966,1767.597947549939,1270.1434874741913,296.0668736934247,-1069.90311365871,2702.0084826819666,16756.060696197004,1781.447360622063,1252.9129978681976,300.4218659901636,-734.7546161930011,2751.868090548106,16764.724154426785,1766.9997795627874,1266.7224511933293,310.0198114408445,-1025.9939069421257,2802.0045435478833,16785.335745381613,1758.7103344569562,1265.4045615618404,291.3200281872712,-1020.94628344571,2731.413492900133,16881.98165729806,1775.4226179890093,1252.701719498323,308.47002106938845,-1091.5469682855567,2827.4159258320665,16643.435199494514,1761.5143167763722,1257.9514763148227,305.32948738470003,-1100.643816732874,2935.1466319344863,16925.99894627927,1764.2932163203502,1279.9042498133763,319.3476629787362,-968.6390307158057,2639.1459649087833,16806.776365604906,1758.8384137416406,1282.4035878590685,299.5885183757376,-1088.701240984833,2675.944878166037,16975.97639484394,1773.3807785515428,1263.857766610064,325.4857984884772,-880.9023007862131,2697.00892903071,16857.289976279208,1772.0485239869283,1277.0542489008346,299.6660849301848
-984.0,2712.0,16676.0,1723.0,1367.0,271.0,-991.2031071739528,2710.9623990366354,16792.64334912401,1710.2477042369821,1356.7409495192921,274.4085141843797,-939.6991215831783,2881.281848740292,16603.077122737457,1723.5140045581027,1360.800780428964,257.51039597183285,-1043.4289323809764,2816.874455359518,16566.800294866385,1717.4612084864632,1364.863826212498,272.6055810139194,-1134.8911060968467,2617.625307064929,16639.333092287095,1720.3122958734039,1389.1378620773175,283.0332520626445,-943.5624332881466,2842.236659430413,16580.078198589825,1714.3893408168037,1364.9583089656232,270.67265415814603,-1003.189785027359,2686.0878038228957,16944.243370048953,1714.0880032500515,1364.6368563336298,282.01883951187324,-923.9226713122133,2772.8167587062726,16721.0984705917,1694.5068649975212,1377.1341365531607,253.87772744100934,-916.7843083367139,2712.082548243353,16671.402192161033,1723.9469611301008,1359.8142847192505,268.9046313711164,-859.8446557184681,2719.9376746528887,16801.04589544832,1739.7721849163472,1376.4278458294423,264.9365698462609,-888.0620396253719,2704.332904839282,16572.23852489602,1728.8839330502258,1361.1542847525727,266.3424626275722,-944.9755127082404,2721.5832893105576,16713.14030667911,1720.0661248092736,1377.9463893849584,270.39750357548405
-1060.0,2692.0,16752.0,1765.0,1278.0,265.0,-1031.5633302066838,2601.348679444594,16808.4771810411,1760.0573479138725,1260.4933193040763,260.3025326595669,-956.1072563936233,2757.2854656550535,16695.489301435402,1761.6312680071646,1266.468295135024,257.98903269691647,-1255.0942387937553,2770.729424368469,16872.471534570657,1763.111792350458,1268.1166148803948,282.29927634261014,-1148.111853302782,2794.783614685038,16750.346753310336,1772.6096205719814,1274.3778473152245,246.5051457961203,-1068.5574603747023,2766.832385415769,16685.784471233506,1783.0430563857433,1283.7112848598395,270.6035149458699,-971.8985437799257,2630.91237965853,16694.532345277585,1753.6174189360613,1294.8220278373255,251.0816252449328,-992.1362582373721,2546.341496340232,16652.602595737306,1763.452883012546,1296.0091315999327,273.52035079841477,-932.1537766764675,2827.6289192527556,16757.38524700953,1771.578632008733,1274.9628686224323,266.954661474434,-773.4067366221138,2515.0036485596183,16794.26279790448,1767.1383818641561,1265.3180643008245,267.65567188480657,-1188.8223296741517,2652.358087003413,16718.93582949367,1768.2281034479927,1270.7732259390998,264.43324359916767,-906.1016886563833,2641.688443170296,16700.17644912914,1766.388505122685,1284.720708063721,275.4056275555073
-988.0,2580.0,16788.0,1746.0,1294.0,289.0,-925.2779657382248,2519.1149871957987,16633.095049403564,1760.3021548170673,1285.4671972197425,293.12530959319906,-1096.5432817846254,2505.158264232428,16770.74360882156,1758.1373518473056,1300.190645140102,299.2774335491175,-1190.2735845107852,2709.5219901587484,16770.53589655835,1732.1992575276065,1291.31556926717,298.98628878127965,-869.6813823462775,2608.7711228005764,16696.333844039957,1754.164530726117,1297.4040811904035,296.3267996352388,-1084.8473813019693,2436.4629121618846,16798.360705754167,1731.0328373897396,1292.3880511931854,295.2206614704936,-767.0557252148881,2585.515171679621,16661.90760648437,1751.1193116815366,1309.182454471684,286.32123743207023,-813.3596073863318,2548.5423969389603,17023.059199759995,1736.9940913178662,1299.8093485426566,272.6770574814218,-1127.0706985478548,2634.7308669965237,16833.58757102173,1742.1147814163478,1292.346918940654,294.31136177931836,-881.1666554379381,2552.569306467177,16869.601644487197,1738.1499256549052,1282.4084383470122,299.72492844839167,-996.4278433115047,2673.5106333322196,16675.694217270575,1747.5560874980742,1303.6701015756212,300.2072968080495,-966.6712648874698,2544.071311541057,16739.516830085773,1745.2754810474362,1290.2487358022572,291.48412673244394
-912.0,2624.0,16692.0,1753.0,1321.0,250.0,-1041.0114617336828,2522.379736919617,16599.960938524364,1763.0335390148991,1318.7343617062977,258.118130928805,-701.2476703095227,2659.498435371492,16727.012441419716,1749.9714410208644,1322.9542157409178,219.23352850906036,-927.4149492220273,2638.774030061851,16678.978363427785,1752.5897249373247,1328.845951041836,251.7127794501867,-775.4439995113818,2769.8704966719406,16824.84914600333,1756.2426172673468,1314.1513156401031,248.5004790415391,-783.3327918639048,2493.618355561912,16727.3817669,1763.523525888278,1294.2562201249202,238.10577386132576,-1016.017404249638,2814.854632323372,16683.34633827011,1746.5841430734802,1320.9019583134475,237.61353670077625,-1018.4126914886793,2559.168126511477,16596.756347721173,1762.9875476431685,1304.6127828135159,256.019385673243,-890.3370705600038,2424.39717438041,16657.82812640464,1758.532501321532,1333.9635335410069,254.08666568843168,-960.9140458571399,2713.7019234332606,16825.894539205954,1750.6686512455487,1315.5011275989712,247.830755304148,-919.9831679490094,2909.674808871194,16680.215133239828,1746.3634824703217,1317.8114069719854,238.14430614435412,-858.1953112258823,2679.560856199729,16634.458364578404,1753.7037995330877,1327.6021031258717,234.45734006909888
-968.0,2632.0,16788.0,1732.0,1309.0,287.0,-863.1159058762034,2501.587335501583,16854.639976153412,1738.361502337473,1304.1303797116402,281.1750457467164,-1006.9648588757925,2484.8889968713956,17076.60388839246,1728.611167009722,1323.38385107668,292.891213079952,-805.9869781195166,2620.3352424082054,16720.20374863208,1727.4356514946896,1300.7017714052429,277.94880576921753,-916.8685663554187,2792.4483986120686,16883.777208358355,1726.1853980698943,1300.5757766143172,297.70104750583096,-852.1252616850812,2667.810833469715,16899.076547021858,1720.4588659267054,1299.4889938946487,279.2082703480992,-900.7071408867237,2710.989046038736,16760.386274769684,1721.9196045677156,1298.6393935344986,300.1045127361256,-1049.049755979342,2663.9017589871296,16813.84013717202,1712.8626589234789,1290.3742218857374,297.08577287743555,-1090.9247404186956,2714.855934171414,16727.784284559773,1718.8574134600863,1309.9692207818955,288.7297725440644,-909.9634411118061,2436.0295574056086,16698.068984089106,1753.2404186541228,1334.573080688009,292.94164084456503,-891.299828634576,2652.1826392890157,16774.823595114467,1719.3579503222697,1312.9087932259065,282.0151616038403,-855.2203449769681,2521.1545762012984,16746.855034734028,1718.2300289626994,1307.8044599271905,288.0818085643277
-1004.0,2632.0,16856.0,1742.0,1330.0,313.0,-870.7402662806262,2593.091251153578,16778.941246706145,1735.7037482433745,1310.5752944030942,323.4772944003723,-1088.702216009807,2811.814973282259,16719.53944172439,1734.8433363714141,1336.4932665349147,322.30465855296706,-1071.3926548775783,2617.322781664187,16799.697864080645,1756.3566481034673,1329.0974602316787,313.5180543164142,-961.6065675782718,2565.5908623315327,16905.59605395237,1726.2810995289708,1330.7263821886556,309.9719047776587,-1013.5866407742783,2580.3602911211983,16847.849653277102,1736.9724402289382,1325.561809424915,332.2268208237649,-999.9044193462489,2641.7748829238776,16932.94503839522,1753.843582531546,1315.464161852756,317.5931690799685,-1001.5903121567983,2704.231203064551,16857.872406226626,1733.990993194691,1319.5039250269806,314.42490417206045,-1175.8066389764397,2749.1872164066885,16752.691710496692,1746.4966157662848,1329.806440937518,308.17402004635676,-955.4181338717716,2695.2022834795685,16756.131185028746,1736.8422042633115,1318.075006585843,315.8806637599388,-940.4707448404317,2774.8361726025037,16866.307867581698,1741.096605447451,1326.397450345626,290.0499013466251,-942.3136460817387,2750.7134531227784,16784.033372377482,1729.5383371187818,1323.53606479983,304.98207538069863
-940.0,2644.0,16880.0,1721.0,1286.0,313.0,-944.643135109714,2793.378145639249,16931.368418801423,1714.9262571793824,1292.3372095784257,306.38657855369087,-772.3457407230671,2674.2355753318675,16928.185637500188,1716.0696302822485,1289.7668020297383,322.3939211560532,-909.8815573921743,2699.056374777937,16906.06733815212,1717.4844988370726,1288.08994927645,316.23614223926677,-957.2316593916959,2582.552415416607,16950.743310826867,1721.2669339617385,1281.6360588858258,313.2580964008148,-1044.9096838065097,2425.584161687135,16983.30445781225,1710.1854114526961,1292.24519035172,306.8592541333936,-1004.2903082150463,2547.893741434802,16951.49636167117,1722.0929682929443,1302.5052443402865,309.6569760266763,-968.9499721956271,2639.367539258307,16950.278590234022,1699.5596243608568,1296.7332392282021,314.5407812404361,-929.7267538192697,2972.7399827303925,16928.326253616025,1697.196912371401,1277.6307892962054,307.4251771127836,-833.6738068450691,2679.908281543388,16927.495343983686,1717.9730235187053,1278.47632639219,310.35516466667184,-1078.5516869738763,2649.070104066376,17038.96688873692,1715.239875927711,1292.178257169215,308.4484036530058,-906.0912265832042,2733.6198988735573,16956.129608061023,1723.8168737522074,1281.587401795418,302.44777575076245
-980.0,2576.0,16712.0,1754.0,1300.0,316.0,-1070.1606823975612,2651.4717307206247,16769.472584560885,1746.1940349264817,1295.8801074045866,311.8304153113565,-1069.0639478061798,2587.9052921374814,16791.704243794495,1761.776841792084,1306.2767707156263,323.3019242990506,-1222.6387037903437,2435.3654626779007,16520.75748668439,1737.1483165734141,1316.319143078389,304.19353566543344,-895.8212007565791,2464.3094858486893,16864.020671517752,1751.9831697586744,1304.6983869407495,322.56344812092595,-919.7634846053531,2574.5147917634254,16727.23123251019,1753.8632189236507,1298.9537134821774,314.0093582282543,-1071.273736148609,2581.656531628579,16698.77586105987,1748.3852805833033,1283.1780134694175,320.7878843597422,-872.0209062259291,2467.838268949651,16623.216207219873,1752.0134998540643,1307.1694684148415,314.6526631782189,-987.7690737581271,2606.570544397186,16663.724663489575,1754.4142409744545,1304.2910534040952,303.43203253764426,-1052.8736821339658,2465.910107476977,16725.964308183495,1748.5301438244064,1286.7288274112314,325.50958788752655,-941.8420467274046,2564.333837596906,16562.08307006552,1760.6217549813966,1307.041576837225,313.4898428293394,-1045.0299220122351,2516.268823339615,16609.557978539604,1757.912064926572,1274.8464557205305,315.6332297682256
-1016.0,2612.0,16696.0,1742.0,1292.0,292.0,-1053.3802955461945,2471.6268137793177,16536.423417926035,1738.3739240873692,1298.725774275169,283.96618094646453,-961.558606451691,2610.642765823108,16712.219708663877,1739.6390832452205,1289.0879453459013,272.4561955885224,-1144.4060764169785,2542.445456639346,16745.80123332962,1735.8872793401174,1314.7576359745717,281.2496122356367,-1163.923632146841,2302.570338003489,16668.70540459765,1753.615974047269,1287.8454086118832,301.0534310092759,-970.0429798820801,2606.478670586219,16753.969720983598,1755.1627127327474,1290.4131855969176,282.44001606325133,-1053.2276169426366,2628.3206149182824,16623.570774367967,1732.8968213302896,1308.089278763813,291.2543767082161,-887.0712715776677,2593.748644809554,16765.406670488577,1759.9465979845197,1289.4800936343995,295.05457132495314,-1080.6274531747995,2588.508126014335,16621.53297444192,1750.0418726476041,1286.5149621820988,286.66313617429205,-1054.4802058899302,2626.1402240646657,16689.419761655932,1754.4913674442737,1294.4720873763779,287.5894461846365,-1053.3179010696829,2655.305877341161,16709.964015979444,1759.9072061451052,1288.8831584793495,311.97700138083053,-1163.8028062141757,2784.304058496,16700.316449006878,1749.1032636937816,1311.3656852616195,307.5417742117306
