IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ,IMU3_GyroX,IMU3_GyroY,IMU3_GyroZ,IMU4_AccX,IMU4_AccY,IMU4_AccZ,IMU4_GyroX,IMU4_GyroY,IMU4_GyroZ,IMU5_AccX,IMU5_AccY,IMU5_AccZ,IMU5_GyroX,IMU5_GyroY,IMU5_GyroZ,IMU6_AccX,IMU6_AccY,IMU6_AccZ,IMU6_GyroX,IMU6_GyroY,IMU6_GyroZ,IMU7_AccX,IMU7_AccY,IMU7_AccZ,IMU7_GyroX,IMU7_GyroY,IMU7_GyroZ,IMU8_AccX,IMU8_AccY,IMU8_AccZ,IMU8_GyroX,IMU8_GyroY,IMU8_GyroZ,IMU9_AccX,IMU9_AccY,IMU9_AccZ,IMU9_GyroX,IMU9_GyroY,IMU9_GyroZ,IMU10_AccX,IMU10_AccY,IMU10_AccZ,IMU10_GyroX,IMU10_GyroY,IMU10_GyroZ,IMU11_AccX,IMU11_AccY,IMU11_AccZ,IMU11_GyroX,IMU11_GyroY,IMU11_GyroZ,IMU12_AccX,IMU12_AccY,IMU12_AccZ,IMU12_GyroX,IMU12_GyroY,IMU12_GyroZ
1480.0,3368.0,16476.0,1708.0,1374.0,291.0,1418.0520907325551,3372.3919805624337,16471.295683477267,1715.2201816815164,1389.4685320743235,279.6668904133414,1552.1167249232353,3368.928655111513,16445.162514933792,1705.8719771888248,1387.994459900764,301.33623807895464,1634.3064145186067,3408.902931977864,16469.737324344263,1709.8909939693654,1391.164413126597,294.54929518131905,1624.0685120212913,3384.30319938909,16616.035809768717,1705.293909443117,1380.453182301747,276.0833823597452,1406.1516744429139,3408.4333653154117,16516.60514439586,1701.426721267489,1365.1901598495629,305.03694851623743,1512.743691230668,3347.4055184277895,16430.427491367474,1724.1283451453796,1370.7993308781804,299.09311043481836,1496.7107186988821,3573.7309589313613,16446.57818326807,1711.7920818992861,1403.1063304549666,291.8050437822487,1497.4210342826038,3370.5603273525912,16544.85627499552,1705.5402690820724,1367.3760932706116,308.45412195914946,1349.998490020596,3305.6586635357316,16519.148651420102,1708.7677048126584,1373.2699108240006,291.12346375654437,1577.361945915401,3400.103324921881,16526.407781580194,1703.1976083824356,1391.1813225808978,281.22644966556356,1559.177253144924,3296.4054470590972,16464.41982628301,1711.978538559162,1355.5097490935752,278.1018097333741
1524.0,3416.0,16416.0,1772.0,1335.0,285.0,1475.1389747027754,3550.370766177668,16318.11675077093,1758.690966393354,1346.37523001358,268.19781223291176,1575.889611631039,3491.9798020322164,16235.976065040297,1778.3190904831151,1319.8929613031914,290.4612270046102,1600.798250825148,3301.351312872364,16439.277190982943,1771.8571776776755,1329.0348554291782,271.23035622734164,1525.7609708455134,3344.402077690712,16413.03344859916,1758.2648824277069,1352.3679159549777,287.6704555418987,1432.5730193277873,3281.2917157653314,16479.769020505817,1769.5769543049703,1341.7875030827404,274.8704831532428,1544.0416823611856,3481.4635292784747,16232.351531502085,1750.306524607554,1344.5825862418112,302.45497184354366,1594.3175051708135,3284.4497624881997,16374.891422206847,1777.4944993821289,1330.0974307396152,291.3879485946898,1426.3900347533884,3383.982660502734,16210.827138357397,1760.750937525288,1331.1803348881126,306.09829765359206,1486.7566167909865,3440.4189748396648,16520.055387025903,1772.7663248969031,1331.0401326452227,268.0004972960795,1627.288548419931,3528.3935373868526,16549.634261731942,1771.9288203144583,1335.510482251154,292.57933083236287,1515.9906449050495,3267.451897727466,16545.486116277527,1767.2750131434736,1348.6351471595824,272.093092757406
1564.0,3184.0,16552.0,1733.0,1352.0,302.0,1597.8462781064268,3184.3987570887143,16592.495594312688,1749.673173294906,1350.407603049451,305.3569346070693,1622.151395003192,3330.8464134120295,16487.380634808866,1741.5391967320845,1360.2125279962415,310.3491696172978,1407.698086329231,3276.9906344372193,16633.893937517558,1721.9877008051326,1347.5503032974093,296.16875074199476,1484.6974340818879,3110.3135350632024,16618.756045738664,1722.3710043771962,1356.3493834056512,296.36892455173,1601.1912686837904,3252.753412182293,16408.64809188296,1714.4918927079932,1363.5647666867314,285.1337173323827,1315.3490393478796,3281.4715524147723,16727.19375915417,1738.5708705941436,1349.4065638314428,298.3964383229307,1577.6553901701363,3130.6507267788993,16520.0071373974,1735.2303465932068,1349.870824079643,283.6023514642657,1737.4475587749675,3027.922450853462,16571.889241810295,1729.3883879948812,1332.1819071810864,290.26930780135893,1615.0290632411177,3184.5359999443876,16551.206423847158,1725.2899244661883,1361.1776221010107,313.0713621726602,1483.493556993888,3267.91582145972,16561.008797143302,1741.0964173684745,1350.3679238224674,278.2281401257095,1669.311772504267,3285.2310756831052,16597.655134684363,1740.110329819949,1343.804925214875,301.1941623530773
1544.0,3236.0,16468.0,1778.0,1378.0,276.0,1532.9387511661396,3438.527645936294,16330.87474695112,1773.088755540087,1380.7037144744638,280.0283837365415,1598.5820992861513,3321.6796657723235,16322.857115284107,1786.1087335588222,1375.6157485409503,280.7883265284593,1558.4154517657603,3383.122906627202,16361.385205972018,1771.1101916187772,1392.7201301036002,293.8119011389013,1644.764449930981,3357.146553783285,16526.896960870014,1780.5530786337615,1371.449289646367,280.1053200767268,1576.8435228862961,3329.4488505912223,16431.807467202267,1781.8766422278454,1386.8717948642125,268.4154241618532,1602.4850939252801,3181.7883753647607,16577.941901761093,1783.9962593699765,1380.1637551642632,273.88366881590025,1474.6977436953357,3233.9382561771345,16454.540192477467,1788.0423018064084,1370.631010571057,265.57358298694265,1557.9896775155096,3199.051099265665,16430.287891020518,1793.5606434620438,1387.7920787643786,277.04293925850766,1706.015126125159,3262.1573379984247,16324.605423233232,1767.8113457333939,1384.5124203801722,279.47971352411776,1625.376573379603,3061.5910744895805,16381.271423670432,1783.684990951217,1367.0903696255216,266.61763684433095,1402.3421515865948,3223.0158974234055,16410.033417364582,1789.4534903201913,1372.2763226449695,281.63533818077644
1504.0,3420.0,16444.0,1769.0,1346.0,323.0,1458.692176235632,3495.7785406371636,16383.374649744985,1772.9520893173376,1343.6726921484938,336.9130989584846,1691.5109778843716,3730.9990605429384,16375.140281635538,1772.6490683942554,1338.1783313980527,331.5711434821552,1515.7647319229259,3571.5088700742285,16524.8799915147,1762.5227148795839,1348.991634202373,315.2648925343635,1469.538613369712,3580.791606147519,16238.632401921092,1774.6835820893214,1336.9823101309457,337.37302887625157,1618.9723175586644,3494.0379555113236,16527.588139371368,1791.4534633813787,1343.5690947246155,329.88778489562014,1521.8595897661962,3526.0933026808657,16445.955398521084,1750.2135393787582,1345.289705913193,343.7308703229485,1545.500037856436,3414.4075616630626,16429.385495087135,1774.571861027532,1337.3666912208557,334.97627905354403,1329.327099165965,3332.473150493727,16372.036325545805,1758.3725607317535,1329.7443474710367,316.6747944277443,1592.0256926479396,3362.333236077933,16450.557550286005,1759.7128986258538,1352.9460980486697,325.02630864263455,1463.6457232932137,3462.3562948637627,16375.21847530438,1772.693914149928,1346.2353743693213,340.94752297352284,1554.2687640191252,3649.1495184097494,16501.828503047236,1756.6386292741192,1358.3060342137887,322.6892757068005
1540.0,3336.0,16516.0,1707.0,1344.0,301.0,1652.5617632709316,3341.8188778049794,16482.848726732173,1704.9029406476275,1346.3548011281075,294.31332905072645,1597.0607950708352,3360.8060176069484,16503.667634168876,1704.1656968353202,1344.946126810963,280.89536112559506,1759.9625311642935,3432.2308974989073,16509.72478447391,1717.5631520317736,1335.01338181118,302.8399461337325,1351.8988351897801,3276.1074974599783,16553.71361706236,1699.2319785146578,1340.8400280741455,297.55430029217234,1719.927264977025,3300.979670202897,16422.918669030336,1698.198627425031,1349.4373322481345,312.6182515837332,1681.5488822574991,3352.5465359160366,16327.850107218374,1709.3827087921843,1358.7506937407645,307.27502544634734,1716.222254557994,3335.432167368678,16449.139019398746,1713.9232425689586,1340.3161427592847,310.11712046748147,1537.3473993013993,3484.8070057494283,16523.535182506992,1717.517813748987,1340.8632835582978,298.0979966128812,1502.946930909153,3459.0389704576014,16468.4290078423,1700.892036414644,1366.8299804789224,282.4482175421242,1548.6346819128212,3288.3000543634294,16277.006747141075,1703.279385138078,1357.439740433723,302.7327394420472,1573.2126436261697,3340.348273983878,16636.847253891458,1701.601521705832,1332.9735192153273,281.0946065809893
1532.0,3460.0,16488.0,1737.0,1381.0,271.0,1297.9423236372338,3408.482204879809,16370.69411748382,1729.4030515007137,1378.129333609647,268.93950542640044,1578.4863872059054,3454.5817843115565,16498.91037929713,1739.1661443050045,1389.164327137928,265.3584887676061,1415.3831767229358,3382.657812185358,16393.90735044895,1720.200210643069,1385.7727214869128,259.280723591563,1401.43450965911,3413.449468892092,16496.792060916738,1753.8084121534794,1393.1089231475808,248.10772508160912,1453.251069690795,3322.708837350602,16396.14356849931,1742.7385890598148,1391.2195839192739,256.18744338280516,1622.355444775941,3312.1765676229224,16499.505863048216,1761.478128483658,1399.7786189909577,260.0377944719367,1504.583674614423,3490.4267044213993,16448.33673440783,1720.1732250360774,1383.0901935345516,278.85069186467604,1482.3096546300858,3448.723230315748,16649.790843122493,1741.285709879974,1371.9173210244635,271.1090714168306,1497.624133098054,3327.9415576856063,16491.225183221137,1740.3828422935223,1379.4825314045597,269.62596299809485,1487.8785921695967,3237.008072176631,16335.753308688389,1741.2775599313316,1391.714560358584,266.1245196027488,1641.5685966350013,3438.268941817259,16567.868588409397,1750.4596677891614,1384.3978903971024,276.3905374874621
1480.0,3304.0,16544.0,1754.0,1372.0,276.0,1541.844852370279,3130.4089863237773,16513.395293461075,1754.5517346540018,1381.6591624855769,262.9168971707979,1628.7200228849924,3229.6524608214677,16553.598142020037,1743.6333251344518,1375.3093746390693,263.1255157647256,1529.4606782461126,3385.9100389217556,16427.774217553568,1745.0836860969173,1373.9081034734857,262.74145435391955,1627.7825116228514,3334.7051564545136,16385.159833255493,1756.901080897396,1379.5251796738069,268.2422707897666,1278.78642888145,3375.458491018909,16687.99611620523,1743.5190730261613,1355.524863556949,265.612911856315,1527.231215677062,3290.791986121336,16706.24168164086,1768.8432310648338,1369.7282996451543,261.63183412344557,1564.1116752876112,3348.3899899070907,16600.49455629161,1755.2755773280344,1383.6027807348844,290.53934125002394,1423.1844041385366,3417.191699762858,16559.697176376103,1748.3023533959076,1371.8397738424417,269.89687152891844,1542.3967370905207,3452.0861508670914,16541.990341483775,1759.1081748343597,1371.3556721679922,271.1166655205112,1385.661814892407,3508.9721050892153,16626.499759741597,1766.9809602842743,1369.6097607869199,267.1652412782886,1297.6383207758654,3265.6117546785304,16516.910809789213,1761.212102025438,1370.2520527317329,288.0062333485493
1476.0,3364.0,16528.0,1749.0,1375.0,278.0,1595.7528433096154,3429.665971004333,16423.018003103716,1738.4402292539687,1364.5651921598285,278.78800390450283,1364.4096905528797,3404.717778316767,16649.481600295858,1739.8724570042382,1376.3121560824554,280.23265027473934,1472.1206941502876,3629.5293726054483,16452.76372939863,1748.5126996172191,1386.148619552247,282.72139809391706,1566.820923998448,3379.68127610153,16509.49741409517,1751.5571735968947,1388.1473047198072,280.6067926143075,1290.0119715690155,3596.1619711769,16406.577925008187,1746.5115918273773,1372.3283517894474,266.5573998395684,1445.7630961801146,3212.9889059197,16467.35362131877,1764.0084845958177,1349.2029478427417,289.5114155889193,1383.3224170796798,3430.419828743392,16570.0700452794,1748.9172581860737,1367.8016653144814,264.1994489938297,1520.8909284656963,3338.1876025805022,16420.240513242596,1743.3188572057547,1373.7977508808576,277.2988260415946,1690.127479290189,3344.12683186093,16509.279340706817,1746.3575852380793,1395.5418169099485,271.14731470374346,1586.1596672682579,3375.5298592260324,16471.23393897978,1750.968141070549,1383.0311884272908,287.5595531661498,1412.3163737677928,3446.113966206065,16562.836873510365,1743.634002571489,1392.4991202758283,271.9494160755587
1512.0,3328.0,16500.0,1768.0,1350.0,297.0,1547.4735515412328,3548.5278638873656,16503.831050846795,1752.8603926899132,1352.2321714019902,280.1401357964613,1598.932090831861,3417.263251203343,16496.564209818993,1757.2324879622897,1350.591468695212,301.0620936531569,1471.6039742595929,3258.305108187935,16347.838272070167,1773.6229665065716,1358.1407209828556,302.2679289684834,1322.1399613133337,3145.727769936539,16517.122826609477,1753.5924907873834,1363.6310841747381,296.0014960183831,1426.0130502722793,3469.0593685003596,16557.138166198456,1764.8315685265943,1346.5380277972315,315.36242802915143,1392.4661372387604,3406.018337326844,16626.268854374375,1780.5678144907672,1356.1693529667507,284.11973773623754,1602.6751565209424,3459.725582484751,16469.258759867702,1752.4308625891242,1364.0477227832266,277.11446382204736,1426.156629886362,3366.3151217153522,16363.046895165888,1781.4075882163186,1341.2917888481902,281.7477155285935,1578.8640810730121,3395.6688632991986,16553.65314733732,1767.808307045449,1348.6248172541896,275.1951065066355,1457.4474648055348,3226.5413287786764,16502.550542354606,1753.3428620825869,1342.2253302479633,297.21619097752927,1604.4105934636182,3240.0239696981157,16560.690533914138,1752.1289165109474,1342.8038706686718,306.0608151751227
