IMU1_AccX,IMU1_AccY,IMU1_AccZ,IMU1_GyroX,IMU1_GyroY,IMU1_GyroZ,IMU2_AccX,IMU2_AccY,IMU2_AccZ,IMU2_GyroX,IMU2_GyroY,IMU2_GyroZ,IMU3_AccX,IMU3_AccY,IMU3_AccZ,IMU3_GyroX,IMU3_GyroY,IMU3_GyroZ,IMU4_AccX,IMU4_AccY,IMU4_AccZ,IMU4_GyroX,IMU4_GyroY,IMU4_GyroZ,IMU5_AccX,IMU5_AccY,IMU5_AccZ,IMU5_GyroX,IMU5_GyroY,IMU5_GyroZ,IMU6_AccX,IMU6_AccY,IMU6_AccZ,IMU6_GyroX,IMU6_GyroY,IMU6_GyroZ,IMU7_AccX,IMU7_AccY,IMU7_AccZ,IMU7_GyroX,IMU7_GyroY,IMU7_GyroZ,IMU8_AccX,IMU8_AccY,IMU8_AccZ,IMU8_GyroX,IMU8_GyroY,IMU8_GyroZ,IMU9_AccX,IMU9_AccY,IMU9_AccZ,IMU9_GyroX,IMU9_GyroY,IMU9_GyroZ,IMU10_AccX,IMU10_AccY,IMU10_AccZ,IMU10_GyroX,IMU10_GyroY,IMU10_GyroZ,IMU11_AccX,IMU11_AccY,IMU11_AccZ,IMU11_GyroX,IMU11_GyroY,IMU11_GyroZ,IMU12_AccX,IMU12_AccY,IMU12_AccZ,IMU12_GyroX,IMU12_GyroY,IMU12_GyroZ
15332.0,-1164.0,3388.0,-28049.0,3032.0,-660.0,15977.059066862186,-1365.1133868813963,4293.696137966474,-28032.803554700826,3033.716335982475,-643.9021811621432,15392.385662249679,-670.6493463097588,2595.1762160282988,-28037.87083604823,3024.7892016710643,-672.4309431869659,15895.525755205397,-715.7884386318868,4095.62878392928,-28036.5226047592,3038.3214640759115,-655.9013787834783,15430.140456531077,-955.3792593812743,3917.126914596589,-28049.568402466863,3052.159814100154,-667.7174458995405,15319.621867781405,-848.5583262252198,3163.9360058562843,-28038.367092176293,3026.844748624771,-667.7651252043541,14931.451541530658,-947.4356496501051,3399.1291026796152,-28064.956454257826,3021.638031695108,-668.1876354140591,15750.524227332573,-563.6710942037452,3464.751775542357,-28050.10251278029,3048.3487131920665,-657.1588879330386,14925.535302070963,-179.77727005820861,2977.91398446484,-28039.162642138046,3049.291864642509,-655.4061738400644,14959.908549116824,-1296.0715897592377,4383.1406692245255,-28062.565842286636,3034.9704421915467,-657.3482638262985,15315.495735158287,-1431.704295423281,3514.292933296402,-28033.487918876486,3031.3098687693955,-660.3536455228764,15398.600919260292,-1765.383346227794,2884.159113805545,-28063.91017859566,3025.7632170065076,-642.6479354515496
15788.0,-2324.0,2696.0,-25787.0,3904.0,-2386.0,15366.656569587669,-2289.972958788922,3322.750614581329,-25787.319775613585,3904.415643400521,-2393.179026714619,15937.95431551887,-1640.606032217914,2776.067352193775,-25787.067184818683,3904.4218578905597,-2391.9398452479336,15258.733759283576,-1987.6709217737966,2699.849571282775,-25759.69693368065,3890.215754919742,-2397.624147129333,15346.440827287717,-2725.7579627544983,2966.054835365053,-25790.20405736669,3890.0733535621043,-2380.5308045491693,15808.02069262475,-1405.5256071715462,2994.9777038911425,-25771.751952961426,3890.110754899877,-2397.1494365653593,16460.090021237706,-2611.4501778015615,3100.266094846628,-25792.95166833412,3910.63760423283,-2375.5441709730344,16098.059867989357,-2708.8767785090195,2409.620103694609,-25792.345642212153,3896.7371255539065,-2371.703556509857,15127.61402200228,-1747.3625869979726,2976.9753294702214,-25783.749212414335,3900.6471858177824,-2389.627964625432,15899.617905050907,-2754.512729849322,2561.6627184487184,-25780.474336214003,3927.5229750785684,-2377.1379054698373,14893.979272771947,-2189.148889689469,3732.9198030059724,-25779.435062723493,3906.291742455291,-2386.1041676811137,15330.979660136765,-2406.8517678405765,2321.032737387861,-25800.605575519916,3896.578153409392,-2392.0267324999686
15908.0,-4280.0,2508.0,-20042.0,4905.0,-2821.0,16348.518209149799,-4306.725184573347,2159.2833456262765,-20029.98878490143,4898.303794950466,-2824.679061917139,14498.117705660454,-4174.860667271806,2520.124426813869,-20047.96699735191,4910.312337667866,-2826.814138706827,16455.845293439997,-4927.250041296533,2447.899221381115,-20048.172025054675,4902.692502895229,-2836.437918726307,16493.57035942934,-4167.947785891376,2844.7694803000268,-20044.629840865055,4908.78571214838,-2826.560627969183,15230.664669596561,-3954.623967340633,2545.3857023314663,-20053.878155375736,4916.261419682929,-2827.475735970892,16456.381855915835,-4338.082085008641,3405.8616516847273,-20034.097712434632,4902.075153333666,-2827.344938206389,15549.797883278112,-4098.361921743932,2227.0508098767596,-20031.106655378146,4906.871462151742,-2819.931143284528,15640.730248150783,-4332.1766865579,2940.6974783847454,-20044.05396901452,4896.069200785772,-2820.6860410325294,16024.566362354806,-4054.8124517795204,2709.5696641561685,-20045.85758427022,4907.985335654701,-2817.669268442624,15043.932847047017,-4509.285677234261,2337.3795626518736,-20038.84729863742,4911.528000632905,-2802.9945855731057,15335.624719671116,-4229.554984316021,3041.375040190047,-20047.136065245984,4910.58974347807,-2820.4759735867037
15960.0,-4340.0,2852.0,-13298.0,5567.0,-3052.0,15566.457250296842,-5237.545035060604,2551.5135735685685,-13290.359506263114,5549.668277342642,-3069.61498816915,15359.85622895162,-5039.4012624584675,2416.1628589358716,-13302.210328745972,5555.759903945442,-3038.105879700647,16437.68165560957,-4455.528612555404,2273.4990659581104,-13280.470736048039,5568.555171124488,-3041.481202272751,15432.638401483358,-3665.9769829625466,2751.7110606311753,-13288.582819220432,5579.5216524812795,-3065.2095181764157,15158.04704630452,-4448.748297093051,3506.2010446718064,-13294.061854747246,5555.707225134402,-3046.803019584998,15637.15581590007,-4748.216960938612,2690.4426989152025,-13301.9094403953,5560.292337201033,-3055.1943056069454,15867.58193032012,-4493.322633625226,3915.7510368538497,-13291.543794440993,5575.899392899739,-3063.0262857267817,17298.117690212468,-3443.2774062378267,2360.051445169013,-13310.25734042241,5571.618165055421,-3054.208754210853,16068.023344599798,-5015.368599880399,3935.922580464255,-13292.791587417332,5564.805180288911,-3037.2760648424837,16555.353211156773,-4064.143240447239,3131.7222891441,-13291.046514687847,5567.7044074677515,-3073.70527446698,17165.884947301736,-3303.3436458385568,2606.2993778462437,-13288.450178820436,5557.941422232336,-3060.3941754440857
15576.0,-4204.0,3016.0,-7316.0,5745.0,-2763.0,15926.990337892763,-4487.164801105815,2445.546621010884,-7316.292707038204,5736.006681518446,-2755.513875973373,15472.836951159623,-4944.3966359106125,3139.654969849793,-7320.456751018122,5729.432555815583,-2759.993642631014,15829.133035706995,-3801.310995911549,2776.5188990517595,-7306.721766522372,5757.589960210509,-2758.6021979685916,16207.943705319421,-4393.09873615734,2106.57151918802,-7309.232333891975,5742.236856122059,-2754.926058872503,15944.134980657296,-5011.279426632014,2847.2482623040714,-7303.600222419123,5748.867516205731,-2766.8836248367575,15772.687021222862,-4347.241313822264,2886.8379731831733,-7308.715320920298,5758.245367617128,-2785.846909258361,15697.888485089356,-3981.158870924408,2337.225368133295,-7306.415588896975,5759.901199094537,-2758.080253229761,15023.619884025286,-4127.352775609968,3233.759279400486,-7322.338797324455,5752.612909015113,-2747.21194179681,15850.583258889597,-3138.3183534895215,2297.2285619315894,-7297.533520151829,5741.830886624819,-2783.844506419384,16286.905079973707,-3635.5380982323745,2278.174899767068,-7311.7358476352065,5747.032240397713,-2758.8901702738494,15569.451128646659,-3937.9284257382296,2515.9716064123477,-7320.333018445421,5740.190836180619,-2757.6986108329997
15968.0,-3876.0,3168.0,-2640.0,5322.0,-2367.0,15505.056182269034,-3328.2576950940816,2489.64667862107,-2662.763831690809,5307.216807603904,-2373.069267328316,15704.257472860294,-4813.841519938267,2922.6520793438317,-2634.140314616809,5327.852178359264,-2360.674528905016,16569.24404367177,-3354.058828514583,2906.6831780270486,-2635.8209910172163,5328.040047049049,-2356.8974742263063,15651.328719182162,-4308.337368795668,3592.4783747134984,-2644.832226454552,5325.756421023006,-2361.059212461902,15833.731113617068,-3369.194176561997,4518.161411272166,-2647.6187522670243,5319.043163253861,-2367.993894168571,15993.151554659324,-3750.945934506028,2583.0646124039154,-2660.8826177599217,5320.2032944837365,-2362.8455650779497,16207.932182278339,-4747.564804590265,3931.4860656902492,-2638.17940582964,5326.753643032466,-2360.2119835008057,15499.760390974066,-3060.1929460642395,3331.716319322388,-2631.9409101003625,5315.017427839251,-2361.53011367128,15961.345023839876,-4253.565370593786,3240.4740464692854,-2640.467046704991,5336.665195061501,-2364.72355287294,15742.349744834119,-4114.146205010645,2907.403804080029,-2639.0330482009863,5318.097751407156,-2360.5550949532803,15849.907058732302,-2931.5981304448096,2423.7372846949484,-2635.4760268172536,5323.35134944617,-2363.2320755816713
15872.0,-3300.0,3536.0,38.0,4727.0,-2071.0,14765.707834705223,-3717.606248452773,2880.5649783979775,56.14062327275091,4724.739009333458,-2070.806263934417,16500.39274315864,-3221.286645021084,3720.6881474306083,30.878975907336947,4732.504412543583,-2071.0576569087298,15970.491580366188,-3457.5265551692405,2715.712116573379,32.29297623887631,4738.259606527215,-2083.895089258808,15940.240126852077,-3736.634309768719,3644.742402851089,37.12334915497486,4732.161129801499,-2064.4821881469525,14995.836460548137,-3660.3534907751455,3914.767948940407,40.28405284914415,4718.136843697603,-2068.405810699461,16295.46588853982,-3927.7169928988533,3594.170614210225,33.079751955783216,4730.722046684638,-2078.6132113351396,15277.33939882915,-3713.0203915074985,4289.260918870099,30.066333217399734,4729.890546935997,-2067.500667165584,16526.28721140969,-4479.017910350071,3780.998980730776,35.594058320749554,4737.5261810454585,-2072.9485721366714,16702.63265049145,-2861.912876738155,3854.533813827109,48.86239342931217,4717.768244339681,-2074.633736712195,15469.277567255978,-2584.369882678503,4676.837888813783,25.052920948286378,4718.1772033261095,-2076.602155098955,15302.013667872676,-3638.0582645221252,3308.4486587410024,39.248417130628496,4728.473374385472,-2054.5576449708415
15664.0,-2792.0,3840.0,1100.0,3775.0,-1402.0,15793.001795458262,-1868.0750886711232,3894.6824543867583,1080.8632663012081,3764.5169944605946,-1401.5403682007227,15190.363501952357,-3141.4247299522917,3296.4333127976142,1107.5965690225298,3764.745130521169,-1397.3551096965398,16078.850936378465,-3150.2406168639363,3745.2925367926605,1089.9507003013925,3772.707983681512,-1413.9749540286941,15939.657388823332,-2084.5904014407106,3322.431005184223,1093.1964874427833,3784.9839540060907,-1397.527385309022,15551.134077233875,-3250.660566167443,3674.437448037241,1101.0313567256417,3786.362031549461,-1395.6839802535505,15127.667408057081,-2872.6496393023303,3651.812711473132,1102.5382322057455,3779.0244129170455,-1416.8535091943936,15709.901199783417,-2189.149257973905,3627.5591782364904,1103.8931379088237,3760.737655385789,-1391.484697255531,15112.343260995953,-2532.618031076336,4601.490702745028,1084.596921937338,3789.9358960472327,-1414.4406552052583,15556.640976906352,-2592.599696151226,3975.6755668446986,1087.849518938055,3779.252019275687,-1415.8168104573301,15736.94586593127,-3277.3257940690246,3963.174973309304,1104.8164781282808,3770.9105817158024,-1376.890413893269,15407.949444995595,-2059.2022043070847,4129.769397247493,1116.217125616647,3772.1486389561082,-1399.8923709874284
15544.0,-2644.0,3944.0,1285.0,2588.0,-1201.0,15295.273716540467,-2373.7938772875386,3161.8690145973806,1297.4014277338892,2602.03844265403,-1209.006793386961,16058.051458712895,-2243.2659521209284,4092.30981106194,1282.1926497734441,2591.834302811447,-1209.04660314808,15986.369715521598,-3106.4924058614165,3464.210986175415,1274.9173995744422,2590.1651737266757,-1214.2895607116423,14663.674944410861,-3498.920905580828,3962.5437069647983,1271.9919798862913,2581.818074811484,-1220.5818159329945,16132.118754519572,-2437.0241143557414,4080.428987312962,1256.2001382392207,2582.453912801896,-1209.9836448199526,14843.35265123359,-2923.4657497607222,4231.729542755158,1274.2988850386039,2590.3718824507805,-1210.404786252506,15617.797991388103,-2450.3776589576005,4153.540486064377,1280.0961771717518,2599.09007605977,-1213.6564991662547,14794.803739162526,-3389.72021532969,3930.347238566093,1278.1953848274986,2583.357802288552,-1191.6347864167617,15073.169998379764,-2520.0049438568067,3906.93203402284,1286.7902695182108,2597.149627062144,-1212.404122739914,16054.091542038239,-2442.081062585976,2945.9086447880345,1272.8101793897647,2593.5999325473304,-1191.707747935446,15308.945990179593,-2534.229110436998,4198.9039169783055,1265.2410014198333,2580.864044660705,-1187.0227975070736
15592.0,-3036.0,3804.0,1534.0,1844.0,-859.0,16164.471043378984,-3403.870655988485,3860.9347586313284,1542.6235458441085,1828.521437706481,-837.8416119110551,15230.152894480387,-2808.6878152875684,4401.468464876827,1543.1139597577471,1826.7860375321288,-880.3650099243494,14910.460964001999,-3924.2392640237504,3296.282582205954,1529.1548126547218,1833.0988356972298,-856.9183794333262,15932.108907707025,-2522.290240985949,4032.2276311598143,1541.6565398563953,1818.8245018053453,-879.8051333773146,15411.748992973058,-2779.378234667992,4137.1255499316185,1531.1973093587414,1850.7239432143226,-855.075711881813,15753.267740458981,-3145.0247687068845,2931.611199283663,1542.9866105877659,1831.659748227262,-854.7623644290076,15425.775918942942,-2859.1061448573246,3686.96445742861,1538.7187285557507,1851.7236948515047,-858.4635593510869,14917.419624398346,-1975.5848082572772,3431.9842802408625,1537.1912743485427,1850.4925239889865,-864.9482762728674,16047.828353854578,-2788.2649115337963,3515.145793683736,1536.891685022483,1840.5221407076008,-855.6018534165037,14902.701015910608,-3544.5229755853006,3430.9080431308257,1537.9607244631914,1854.6461729692098,-855.166558788149,15157.948947201801,-3205.778136587978,4941.3702413257815,1534.8626808681165,1829.010271493225,-866.9044588949653
